Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,Factory Latitude,Factory Longitude,Distance (km),Lead Time
4489,ORD04489,2025-03-20,2025-03-25,Same Day,CUST8395,USA,Houston,TX,93280,Sugar,South,P554,Laffy Taffy,643.5,112,258.87,384.63,Sugar Shack,48.11914,-96.18115,2139,5
4490,ORD04490,2025-10-30,2025-11-02,Second,CUST1784,USA,Los Angeles,CA,66029,Other,West,P596,Fizzy Lifting Drinks,655.95,186,260.95,395.0,Sugar Shack,48.11914,-96.18115,477,3
4491,ORD04491,2025-05-16,2025-05-22,Second,CUST5003,USA,New York,NY,10542,Other,East,P341,Kazookles,1152.1,260,459.71,692.39,The Other Factory,35.1175,-89.971107,1629,6
4492,ORD04492,2025-03-17,2025-03-21,Second,CUST3972,USA,Los Angeles,CA,85947,Sugar,West,P999,SweeTARTS,633.14,132,105.76,527.38,Sugar Shack,48.11914,-96.18115,593,4
4493,ORD04493,2025-10-19,2025-10-24,Standard,CUST9623,USA,Chicago,IL,31322,Sugar,Central,P418,Everlasting Gobstopper,976.75,201,272.63,704.12,Secret Factory,41.446333,-90.565487,682,5
4494,ORD04494,2025-07-16,2025-07-19,Same Day,CUST3847,USA,Chicago,IL,99161,Chocolate,Central,P339,Wonka Bar - Nutty Crunch Surprise,421.59,88,173.78,247.81,Lot's O' Nuts,32.881893,-111.768036,1170,3
4495,ORD04495,2025-01-22,2025-01-27,Second,CUST5656,USA,Houston,TX,27839,Sugar,South,P539,Laffy Taffy,1000.71,243,263.43,737.28,Sugar Shack,48.11914,-96.18115,1485,5
4496,ORD04496,2025-01-24,2025-01-25,Same Day,CUST2656,USA,Chicago,IL,79458,Chocolate,Central,P528,Wonka Bar - Fudge Mallows,459.84,161,143.72,316.12,Lot's O' Nuts,32.881893,-111.768036,179,1
4497,ORD04497,2025-07-07,2025-07-10,Same Day,CUST9009,USA,Chicago,IL,57636,Chocolate,Central,P251,Wonka Bar -Scrumdiddlyumptious,1675.27,283,594.32,1080.95,Lot's O' Nuts,32.881893,-111.768036,1480,3
4498,ORD04498,2025-11-14,2025-11-20,Second,CUST6811,USA,Los Angeles,CA,10118,Other,West,P522,Wonka Gum,509.63,225,125.66,383.97,Secret Factory,41.446333,-90.565487,1966,6
4499,ORD04499,2025-05-23,2025-05-31,Standard,CUST2800,USA,Houston,TX,29504,Other,South,P742,Wonka Gum,388.38,80,167.13,221.25,Secret Factory,41.446333,-90.565487,2257,8
4500,ORD04500,2025-07-10,2025-07-15,Standard,CUST7700,USA,Los Angeles,CA,58211,Other,West,P952,Wonka Gum,1396.91,280,597.59,799.32,Secret Factory,41.446333,-90.565487,621,5
4501,ORD04501,2025-02-27,2025-03-04,First,CUST4743,USA,Chicago,IL,75778,Chocolate,Central,P533,Wonka Bar -Scrumdiddlyumptious,555.91,152,245.42,310.49,Lot's O' Nuts,32.881893,-111.768036,1763,5
4502,ORD04502,2025-05-24,2025-05-30,Standard,CUST4948,USA,New York,NY,41467,Chocolate,East,P408,Wonka Bar -Scrumdiddlyumptious,1024.0,244,293.68,730.32,Lot's O' Nuts,32.881893,-111.768036,1459,6
4503,ORD04503,2025-12-06,2025-12-10,Standard,CUST1892,USA,New York,NY,10442,Sugar,East,P970,Fun Dip,122.38,35,24.13,98.25,Sugar Shack,48.11914,-96.18115,361,4
4504,ORD04504,2025-07-30,2025-08-03,Second,CUST6667,USA,Chicago,IL,49323,Chocolate,Central,P487,Wonka Bar - Fudge Mallows,493.33,197,166.95,326.38,Lot's O' Nuts,32.881893,-111.768036,809,4
4505,ORD04505,2025-09-13,2025-09-16,First,CUST2943,USA,Houston,TX,17455,Chocolate,South,P173,Wonka Bar - Nutty Crunch Surprise,518.68,197,176.04,342.64,Lot's O' Nuts,32.881893,-111.768036,682,3
4506,ORD04506,2025-12-25,2026-01-01,Standard,CUST9223,USA,Chicago,IL,10635,Sugar,Central,P819,Fun Dip,259.78,92,91.39,168.39,Sugar Shack,48.11914,-96.18115,1545,7
4507,ORD04507,2025-01-28,2025-02-02,Standard,CUST4886,USA,Los Angeles,CA,43571,Other,West,P779,Lickable Wallpaper,810.69,174,150.75,659.94,Secret Factory,41.446333,-90.565487,522,5
4508,ORD04508,2025-09-24,2025-09-26,Same Day,CUST3287,USA,Houston,TX,60292,Sugar,South,P565,Fun Dip,1273.67,212,524.39,749.28,Sugar Shack,48.11914,-96.18115,831,2
4509,ORD04509,2025-08-29,2025-09-03,Standard,CUST2753,USA,Chicago,IL,16217,Sugar,Central,P105,Fun Dip,507.2,114,146.06,361.14,Sugar Shack,48.11914,-96.18115,950,5
4510,ORD04510,2025-08-16,2025-08-19,First,CUST6086,USA,Houston,TX,98573,Other,South,P733,Kazookles,81.22,13,31.36,49.86,The Other Factory,35.1175,-89.971107,942,3
4511,ORD04511,2025-05-24,2025-05-26,Same Day,CUST4068,USA,Chicago,IL,31389,Sugar,Central,P522,SweeTARTS,634.34,173,221.43,412.91,Sugar Shack,48.11914,-96.18115,968,2
4512,ORD04512,2025-03-08,2025-03-12,Standard,CUST4368,USA,Chicago,IL,86851,Other,Central,P320,Wonka Gum,355.35,60,149.2,206.15,Secret Factory,41.446333,-90.565487,257,4
4513,ORD04513,2025-02-08,2025-02-12,Same Day,CUST5173,USA,Los Angeles,CA,87847,Sugar,West,P578,Laffy Taffy,291.02,42,127.89,163.13,Sugar Shack,48.11914,-96.18115,1912,4
4514,ORD04514,2025-03-25,2025-03-31,Second,CUST1069,USA,Houston,TX,78593,Other,South,P794,Kazookles,766.35,173,309.89,456.46,The Other Factory,35.1175,-89.971107,1575,6
4515,ORD04515,2025-07-27,2025-07-30,Same Day,CUST7831,USA,Los Angeles,CA,85935,Other,West,P953,Lickable Wallpaper,1013.3,177,385.22,628.08,Secret Factory,41.446333,-90.565487,1177,3
4516,ORD04516,2025-01-16,2025-01-20,First,CUST6178,USA,New York,NY,83834,Other,East,P319,Kazookles,1285.85,300,517.83,768.02,The Other Factory,35.1175,-89.971107,1344,4
4517,ORD04517,2025-01-21,2025-01-23,First,CUST6290,USA,Los Angeles,CA,48358,Sugar,West,P215,Fun Dip,482.72,100,166.84,315.88,Sugar Shack,48.11914,-96.18115,153,2
4518,ORD04518,2025-04-12,2025-04-17,Second,CUST7460,USA,Los Angeles,CA,85608,Sugar,West,P401,SweeTARTS,385.7,81,97.51,288.19,Sugar Shack,48.11914,-96.18115,1334,5
4519,ORD04519,2025-05-18,2025-05-20,First,CUST5270,USA,Los Angeles,CA,48484,Other,West,P882,Kazookles,632.81,201,241.65,391.16,The Other Factory,35.1175,-89.971107,373,2
4520,ORD04520,2025-10-08,2025-10-13,Second,CUST5038,USA,New York,NY,18902,Chocolate,East,P169,Wonka Bar - Triple Dazzle Caramel,808.04,146,249.59,558.45,Wicked Choccy's,32.076176,-81.088371,1354,5
4521,ORD04521,2025-04-24,2025-04-30,First,CUST8572,USA,Los Angeles,CA,28366,Sugar,West,P860,Everlasting Gobstopper,49.36,19,19.55,29.81,Secret Factory,41.446333,-90.565487,2282,6
4522,ORD04522,2025-07-21,2025-07-28,Second,CUST8151,USA,New York,NY,87523,Sugar,East,P186,Laffy Taffy,362.32,123,63.37,298.95,Sugar Shack,48.11914,-96.18115,2159,7
4523,ORD04523,2025-08-31,2025-09-03,Same Day,CUST2126,USA,Chicago,IL,74888,Chocolate,Central,P765,Wonka Bar -Scrumdiddlyumptious,860.08,180,336.89,523.19,Lot's O' Nuts,32.881893,-111.768036,1273,3
4524,ORD04524,2025-06-13,2025-06-18,Same Day,CUST2526,USA,Chicago,IL,53027,Sugar,Central,P634,Hair Toffee,504.74,82,209.08,295.66,The Other Factory,35.1175,-89.971107,2092,5
4525,ORD04525,2025-07-15,2025-07-18,First,CUST8928,USA,Houston,TX,60498,Chocolate,South,P737,Wonka Bar - Milk Chocolate,403.6,114,108.22,295.38,Wicked Choccy's,32.076176,-81.088371,874,3
4526,ORD04526,2025-04-19,2025-04-24,Standard,CUST6690,USA,Los Angeles,CA,45858,Sugar,West,P515,Hair Toffee,1074.86,244,343.16,731.7,The Other Factory,35.1175,-89.971107,520,5
4527,ORD04527,2025-12-17,2025-12-20,Second,CUST1061,USA,Houston,TX,66114,Chocolate,South,P838,Wonka Bar - Triple Dazzle Caramel,400.43,157,135.15,265.28,Wicked Choccy's,32.076176,-81.088371,482,3
4528,ORD04528,2025-10-06,2025-10-13,Second,CUST1142,USA,New York,NY,34593,Sugar,East,P118,Hair Toffee,384.21,173,103.64,280.57,The Other Factory,35.1175,-89.971107,2431,7
4529,ORD04529,2025-07-25,2025-07-30,First,CUST7441,USA,Chicago,IL,34950,Sugar,Central,P669,Laffy Taffy,103.59,22,45.64,57.95,Sugar Shack,48.11914,-96.18115,1639,5
4530,ORD04530,2025-05-04,2025-05-10,Second,CUST4247,USA,Chicago,IL,58368,Chocolate,Central,P218,Wonka Bar - Fudge Mallows,274.72,78,51.03,223.69,Lot's O' Nuts,32.881893,-111.768036,1580,6
4531,ORD04531,2025-03-18,2025-03-22,Second,CUST5859,USA,Los Angeles,CA,91227,Chocolate,West,P421,Wonka Bar -Scrumdiddlyumptious,62.64,18,18.58,44.06,Lot's O' Nuts,32.881893,-111.768036,759,4
4532,ORD04532,2025-01-14,2025-01-19,Same Day,CUST3821,USA,Houston,TX,57525,Chocolate,South,P873,Wonka Bar - Fudge Mallows,974.74,200,387.91,586.83,Lot's O' Nuts,32.881893,-111.768036,2310,5
4533,ORD04533,2025-03-02,2025-03-10,Standard,CUST6313,USA,Los Angeles,CA,70528,Sugar,West,P808,SweeTARTS,539.08,102,163.12,375.96,Sugar Shack,48.11914,-96.18115,2095,8
4534,ORD04534,2025-10-28,2025-11-05,Standard,CUST5726,USA,Houston,TX,71183,Chocolate,South,P254,Wonka Bar - Nutty Crunch Surprise,507.77,117,130.44,377.33,Lot's O' Nuts,32.881893,-111.768036,2274,8
4535,ORD04535,2025-09-05,2025-09-11,First,CUST7998,USA,Los Angeles,CA,81804,Sugar,West,P884,Nerds,350.05,65,126.21,223.84,Sugar Shack,48.11914,-96.18115,2188,6
4536,ORD04536,2025-04-13,2025-04-19,First,CUST5957,USA,Los Angeles,CA,85951,Chocolate,West,P553,Wonka Bar - Triple Dazzle Caramel,1012.62,266,321.78,690.84,Wicked Choccy's,32.076176,-81.088371,2467,6
4537,ORD04537,2025-05-15,2025-05-23,Standard,CUST6377,USA,Houston,TX,48431,Chocolate,South,P855,Wonka Bar - Milk Chocolate,510.17,125,195.62,314.55,Wicked Choccy's,32.076176,-81.088371,2182,8
4538,ORD04538,2025-04-16,2025-04-20,Standard,CUST4056,USA,Chicago,IL,92236,Sugar,Central,P560,SweeTARTS,395.59,94,113.07,282.52,Sugar Shack,48.11914,-96.18115,203,4
4539,ORD04539,2025-02-23,2025-03-01,Standard,CUST3818,USA,Los Angeles,CA,87244,Sugar,West,P941,SweeTARTS,539.27,131,153.22,386.05,Sugar Shack,48.11914,-96.18115,1443,6
4540,ORD04540,2025-11-14,2025-11-17,Second,CUST7361,USA,New York,NY,72912,Sugar,East,P759,Nerds,699.86,232,211.76,488.1,Sugar Shack,48.11914,-96.18115,312,3
4541,ORD04541,2025-08-12,2025-08-18,Second,CUST1415,USA,Chicago,IL,62223,Chocolate,Central,P326,Wonka Bar - Milk Chocolate,644.71,111,220.55,424.16,Wicked Choccy's,32.076176,-81.088371,1773,6
4542,ORD04542,2025-03-13,2025-03-19,Standard,CUST2374,USA,Los Angeles,CA,87471,Sugar,West,P916,Laffy Taffy,1031.78,220,458.02,573.76,Sugar Shack,48.11914,-96.18115,1086,6
4543,ORD04543,2025-01-01,2025-01-08,Second,CUST4215,USA,Houston,TX,58535,Sugar,South,P928,Nerds,343.89,119,93.95,249.94,Sugar Shack,48.11914,-96.18115,2179,7
4544,ORD04544,2025-09-19,2025-09-26,Second,CUST1152,USA,Los Angeles,CA,21145,Chocolate,West,P791,Wonka Bar -Scrumdiddlyumptious,438.39,101,182.7,255.69,Lot's O' Nuts,32.881893,-111.768036,2090,7
4545,ORD04545,2025-11-21,2025-11-26,Second,CUST6767,USA,Los Angeles,CA,20079,Chocolate,West,P148,Wonka Bar - Triple Dazzle Caramel,133.57,44,46.65,86.92,Wicked Choccy's,32.076176,-81.088371,1412,5
4546,ORD04546,2025-09-06,2025-09-12,Standard,CUST4068,USA,Los Angeles,CA,19742,Sugar,West,P802,Nerds,503.06,166,214.71,288.35,Sugar Shack,48.11914,-96.18115,1372,6
4547,ORD04547,2025-12-02,2025-12-08,Standard,CUST6396,USA,Houston,TX,69170,Chocolate,South,P411,Wonka Bar -Scrumdiddlyumptious,436.88,122,86.48,350.4,Lot's O' Nuts,32.881893,-111.768036,1149,6
4548,ORD04548,2025-03-18,2025-03-25,Second,CUST7747,USA,New York,NY,73302,Chocolate,East,P462,Wonka Bar - Milk Chocolate,1386.85,228,559.33,827.52,Wicked Choccy's,32.076176,-81.088371,2046,7
4549,ORD04549,2025-08-29,2025-09-04,Second,CUST1750,USA,New York,NY,19076,Chocolate,East,P345,Wonka Bar - Fudge Mallows,428.21,150,147.17,281.04,Lot's O' Nuts,32.881893,-111.768036,1877,6
4550,ORD04550,2025-08-11,2025-08-15,First,CUST4437,USA,New York,NY,54433,Sugar,East,P234,Fun Dip,740.61,294,278.64,461.97,Sugar Shack,48.11914,-96.18115,1418,4
4551,ORD04551,2025-04-07,2025-04-12,Standard,CUST4074,USA,New York,NY,46527,Chocolate,East,P730,Wonka Bar - Milk Chocolate,110.23,29,47.28,62.95,Wicked Choccy's,32.076176,-81.088371,563,5
4552,ORD04552,2025-01-03,2025-01-09,First,CUST5271,USA,Los Angeles,CA,34751,Other,West,P586,Kazookles,102.85,18,44.45,58.4,The Other Factory,35.1175,-89.971107,2279,6
4553,ORD04553,2025-08-13,2025-08-20,Standard,CUST6125,USA,Chicago,IL,90121,Chocolate,Central,P719,Wonka Bar - Nutty Crunch Surprise,1569.83,296,451.31,1118.52,Lot's O' Nuts,32.881893,-111.768036,1787,7
4554,ORD04554,2025-12-18,2025-12-25,Second,CUST9090,USA,Houston,TX,19591,Other,South,P538,Fizzy Lifting Drinks,274.33,56,96.38,177.95,Sugar Shack,48.11914,-96.18115,2358,7
4555,ORD04555,2025-05-23,2025-05-28,Second,CUST3720,USA,Los Angeles,CA,95927,Other,West,P451,Wonka Gum,868.86,226,370.46,498.4,Secret Factory,41.446333,-90.565487,1134,5
4556,ORD04556,2025-05-31,2025-06-05,First,CUST5630,USA,Chicago,IL,54222,Chocolate,Central,P177,Wonka Bar - Milk Chocolate,771.0,207,175.94,595.06,Wicked Choccy's,32.076176,-81.088371,1861,5
4557,ORD04557,2025-01-03,2025-01-09,First,CUST7381,USA,Los Angeles,CA,85543,Sugar,West,P951,Hair Toffee,660.99,110,287.24,373.75,The Other Factory,35.1175,-89.971107,2209,6
4558,ORD04558,2025-08-18,2025-08-25,Standard,CUST2527,USA,Houston,TX,46221,Sugar,South,P878,SweeTARTS,1033.57,240,256.12,777.45,Sugar Shack,48.11914,-96.18115,1855,7
4559,ORD04559,2025-04-22,2025-04-24,Same Day,CUST7130,USA,Chicago,IL,35164,Sugar,Central,P965,Fun Dip,197.13,35,82.86,114.27,Sugar Shack,48.11914,-96.18115,558,2
4560,ORD04560,2025-02-08,2025-02-13,First,CUST8641,USA,Houston,TX,89454,Sugar,South,P879,Fun Dip,628.19,196,259.77,368.42,Sugar Shack,48.11914,-96.18115,1587,5
4561,ORD04561,2025-08-21,2025-08-25,Standard,CUST1717,USA,Los Angeles,CA,35947,Chocolate,West,P894,Wonka Bar -Scrumdiddlyumptious,973.63,191,263.58,710.05,Lot's O' Nuts,32.881893,-111.768036,146,4
4562,ORD04562,2025-03-04,2025-03-10,Standard,CUST1057,USA,New York,NY,92370,Chocolate,East,P971,Wonka Bar - Triple Dazzle Caramel,668.14,237,123.32,544.82,Wicked Choccy's,32.076176,-81.088371,1195,6
4563,ORD04563,2025-03-22,2025-03-26,First,CUST8259,USA,New York,NY,75866,Other,East,P821,Lickable Wallpaper,296.93,104,63.21,233.72,Secret Factory,41.446333,-90.565487,1044,4
4564,ORD04564,2025-07-30,2025-08-05,Standard,CUST5315,USA,New York,NY,70931,Sugar,East,P214,Laffy Taffy,375.25,141,91.17,284.08,Sugar Shack,48.11914,-96.18115,1346,6
4565,ORD04565,2025-01-31,2025-02-02,First,CUST5347,USA,Chicago,IL,18044,Sugar,Central,P773,Everlasting Gobstopper,144.7,58,28.97,115.73,Secret Factory,41.446333,-90.565487,248,2
4566,ORD04566,2025-11-21,2025-11-26,Standard,CUST5969,USA,New York,NY,84253,Sugar,East,P257,Hair Toffee,329.1,86,111.77,217.33,The Other Factory,35.1175,-89.971107,659,5
4567,ORD04567,2025-08-07,2025-08-12,Second,CUST8284,USA,Chicago,IL,50301,Chocolate,Central,P712,Wonka Bar -Scrumdiddlyumptious,51.69,11,17.62,34.07,Lot's O' Nuts,32.881893,-111.768036,1416,5
4568,ORD04568,2025-08-20,2025-08-23,Second,CUST8155,USA,Houston,TX,81142,Sugar,South,P976,Fun Dip,602.18,144,153.04,449.14,Sugar Shack,48.11914,-96.18115,401,3
4569,ORD04569,2025-11-02,2025-11-07,Second,CUST7296,USA,New York,NY,11126,Sugar,East,P902,Fun Dip,996.73,146,441.27,555.46,Sugar Shack,48.11914,-96.18115,1202,5
4570,ORD04570,2025-07-09,2025-07-12,Same Day,CUST6049,USA,Los Angeles,CA,13651,Sugar,West,P750,Fun Dip,299.53,88,120.91,178.62,Sugar Shack,48.11914,-96.18115,1439,3
4571,ORD04571,2025-12-23,2025-12-30,Second,CUST3035,USA,Los Angeles,CA,51546,Chocolate,West,P791,Wonka Bar - Triple Dazzle Caramel,287.57,111,61.76,225.81,Wicked Choccy's,32.076176,-81.088371,2150,7
4572,ORD04572,2025-03-22,2025-03-25,First,CUST6936,USA,Houston,TX,77565,Chocolate,South,P877,Wonka Bar - Nutty Crunch Surprise,734.91,236,204.63,530.28,Lot's O' Nuts,32.881893,-111.768036,963,3
4573,ORD04573,2025-08-14,2025-08-18,Same Day,CUST7822,USA,Houston,TX,21830,Other,South,P734,Fizzy Lifting Drinks,497.47,133,200.57,296.9,Sugar Shack,48.11914,-96.18115,1958,4
4574,ORD04574,2025-08-31,2025-09-06,First,CUST3827,USA,New York,NY,32625,Chocolate,East,P516,Wonka Bar - Nutty Crunch Surprise,1348.12,242,561.51,786.61,Lot's O' Nuts,32.881893,-111.768036,2026,6
4575,ORD04575,2025-09-19,2025-09-21,Same Day,CUST4611,USA,Los Angeles,CA,99981,Other,West,P267,Wonka Gum,655.76,137,180.02,475.74,Secret Factory,41.446333,-90.565487,919,2
4576,ORD04576,2025-12-20,2025-12-22,Same Day,CUST3495,USA,Los Angeles,CA,70722,Other,West,P484,Kazookles,336.5,165,87.15,249.35,The Other Factory,35.1175,-89.971107,749,2
4577,ORD04577,2025-05-16,2025-05-22,Standard,CUST6907,USA,New York,NY,45732,Other,East,P524,Lickable Wallpaper,462.73,197,130.37,332.36,Secret Factory,41.446333,-90.565487,1314,6
4578,ORD04578,2025-01-02,2025-01-08,First,CUST5153,USA,Houston,TX,55341,Other,South,P962,Fizzy Lifting Drinks,468.88,115,177.94,290.94,Sugar Shack,48.11914,-96.18115,2477,6
4579,ORD04579,2025-02-17,2025-02-24,Standard,CUST9267,USA,Los Angeles,CA,42419,Other,West,P330,Wonka Gum,809.7,162,359.32,450.38,Secret Factory,41.446333,-90.565487,1701,7
4580,ORD04580,2025-12-18,2025-12-24,Second,CUST3863,USA,Chicago,IL,71214,Sugar,Central,P543,SweeTARTS,127.91,24,36.88,91.03,Sugar Shack,48.11914,-96.18115,1629,6
4581,ORD04581,2025-04-26,2025-04-30,Standard,CUST6895,USA,Los Angeles,CA,61000,Chocolate,West,P386,Wonka Bar - Nutty Crunch Surprise,362.48,113,130.5,231.98,Lot's O' Nuts,32.881893,-111.768036,356,4
4582,ORD04582,2025-03-26,2025-04-02,Second,CUST8971,USA,Los Angeles,CA,23746,Other,West,P408,Fizzy Lifting Drinks,237.13,61,74.23,162.9,Sugar Shack,48.11914,-96.18115,2401,7
4583,ORD04583,2025-01-17,2025-01-22,Second,CUST7392,USA,New York,NY,64904,Sugar,East,P315,Fun Dip,955.88,287,373.19,582.69,Sugar Shack,48.11914,-96.18115,1163,5
4584,ORD04584,2025-07-27,2025-08-03,Standard,CUST5349,USA,Houston,TX,76196,Chocolate,South,P351,Wonka Bar -Scrumdiddlyumptious,367.24,72,145.14,222.1,Lot's O' Nuts,32.881893,-111.768036,1793,7
4585,ORD04585,2025-07-04,2025-07-09,First,CUST3736,USA,Chicago,IL,46363,Chocolate,Central,P261,Wonka Bar - Nutty Crunch Surprise,587.59,193,198.21,389.38,Lot's O' Nuts,32.881893,-111.768036,1622,5
4586,ORD04586,2025-01-17,2025-01-21,Standard,CUST1402,USA,Houston,TX,29044,Other,South,P662,Wonka Gum,85.24,25,36.37,48.87,Secret Factory,41.446333,-90.565487,137,4
4587,ORD04587,2025-02-03,2025-02-07,Second,CUST8367,USA,Los Angeles,CA,34147,Chocolate,West,P681,Wonka Bar - Nutty Crunch Surprise,139.94,50,33.63,106.31,Lot's O' Nuts,32.881893,-111.768036,686,4
4588,ORD04588,2025-06-01,2025-06-09,Standard,CUST3036,USA,Los Angeles,CA,96327,Chocolate,West,P913,Wonka Bar - Milk Chocolate,1152.59,259,453.9,698.69,Wicked Choccy's,32.076176,-81.088371,2157,8
4589,ORD04589,2025-04-02,2025-04-05,First,CUST2527,USA,Chicago,IL,33367,Other,Central,P549,Fizzy Lifting Drinks,460.47,96,197.52,262.95,Sugar Shack,48.11914,-96.18115,628,3
4590,ORD04590,2025-08-04,2025-08-10,Second,CUST5206,USA,Los Angeles,CA,69726,Sugar,West,P795,Everlasting Gobstopper,942.09,229,278.61,663.48,Secret Factory,41.446333,-90.565487,1618,6
4591,ORD04591,2025-05-29,2025-06-03,Standard,CUST3369,USA,Los Angeles,CA,79807,Chocolate,West,P516,Wonka Bar - Triple Dazzle Caramel,530.58,142,128.76,401.82,Wicked Choccy's,32.076176,-81.088371,743,5
4592,ORD04592,2025-12-27,2025-12-28,Same Day,CUST6328,USA,Houston,TX,13440,Sugar,South,P584,Laffy Taffy,180.82,76,60.05,120.77,Sugar Shack,48.11914,-96.18115,468,1
4593,ORD04593,2025-11-04,2025-11-06,First,CUST4295,USA,Houston,TX,15327,Sugar,South,P567,Fun Dip,108.72,21,29.57,79.15,Sugar Shack,48.11914,-96.18115,355,2
4594,ORD04594,2025-07-20,2025-07-25,Second,CUST4646,USA,Houston,TX,45744,Chocolate,South,P130,Wonka Bar - Fudge Mallows,355.37,124,125.4,229.97,Lot's O' Nuts,32.881893,-111.768036,1132,5
4595,ORD04595,2025-04-13,2025-04-17,Second,CUST7758,USA,Chicago,IL,91050,Chocolate,Central,P136,Wonka Bar -Scrumdiddlyumptious,354.71,111,95.07,259.64,Lot's O' Nuts,32.881893,-111.768036,831,4
4596,ORD04596,2025-08-11,2025-08-17,First,CUST4121,USA,New York,NY,84896,Sugar,East,P230,Laffy Taffy,191.57,67,40.54,151.03,Sugar Shack,48.11914,-96.18115,2366,6
4597,ORD04597,2025-09-05,2025-09-08,First,CUST5829,USA,Chicago,IL,11675,Chocolate,Central,P537,Wonka Bar - Nutty Crunch Surprise,1679.73,281,614.09,1065.64,Lot's O' Nuts,32.881893,-111.768036,967,3
4598,ORD04598,2025-03-22,2025-03-26,Second,CUST1490,USA,Los Angeles,CA,73094,Sugar,West,P512,Hair Toffee,224.68,72,56.69,167.99,The Other Factory,35.1175,-89.971107,606,4
4599,ORD04599,2025-01-07,2025-01-13,Standard,CUST2009,USA,Houston,TX,38247,Chocolate,South,P331,Wonka Bar - Triple Dazzle Caramel,262.36,116,55.26,207.1,Wicked Choccy's,32.076176,-81.088371,1268,6
4600,ORD04600,2025-05-16,2025-05-20,Standard,CUST3190,USA,Chicago,IL,33462,Chocolate,Central,P394,Wonka Bar - Milk Chocolate,831.74,229,156.47,675.27,Wicked Choccy's,32.076176,-81.088371,380,4
4601,ORD04601,2025-12-29,2026-01-03,Second,CUST8048,USA,Chicago,IL,77363,Sugar,Central,P697,SweeTARTS,443.52,176,165.65,277.87,Sugar Shack,48.11914,-96.18115,1002,5
4602,ORD04602,2025-12-29,2026-01-02,Same Day,CUST6189,USA,Houston,TX,92905,Sugar,South,P842,Everlasting Gobstopper,678.43,119,205.28,473.15,Secret Factory,41.446333,-90.565487,1683,4
4603,ORD04603,2025-12-25,2025-12-30,First,CUST7023,USA,Chicago,IL,63283,Other,Central,P750,Kazookles,233.41,81,65.85,167.56,The Other Factory,35.1175,-89.971107,1756,5
4604,ORD04604,2025-01-10,2025-01-17,Standard,CUST8363,USA,Houston,TX,59613,Chocolate,South,P181,Wonka Bar - Milk Chocolate,737.66,175,310.16,427.5,Wicked Choccy's,32.076176,-81.088371,1865,7
4605,ORD04605,2025-10-04,2025-10-11,Second,CUST6900,USA,Los Angeles,CA,68312,Other,West,P106,Lickable Wallpaper,915.35,235,388.39,526.96,Secret Factory,41.446333,-90.565487,2366,7
4606,ORD04606,2025-05-10,2025-05-12,Same Day,CUST4310,USA,New York,NY,46907,Sugar,East,P926,Hair Toffee,152.39,54,62.07,90.32,The Other Factory,35.1175,-89.971107,521,2
4607,ORD04607,2025-07-06,2025-07-09,Second,CUST7704,USA,New York,NY,56800,Other,East,P765,Lickable Wallpaper,85.68,29,21.98,63.7,Secret Factory,41.446333,-90.565487,158,3
4608,ORD04608,2025-03-29,2025-04-05,Standard,CUST5879,USA,Chicago,IL,54177,Chocolate,Central,P575,Wonka Bar - Milk Chocolate,334.22,53,144.87,189.35,Wicked Choccy's,32.076176,-81.088371,1770,7
4609,ORD04609,2025-02-12,2025-02-14,First,CUST8658,USA,New York,NY,22420,Sugar,East,P689,Fun Dip,403.09,91,105.21,297.88,Sugar Shack,48.11914,-96.18115,318,2
4610,ORD04610,2025-01-07,2025-01-08,Same Day,CUST7371,USA,New York,NY,67214,Sugar,East,P115,Nerds,698.59,171,181.7,516.89,Sugar Shack,48.11914,-96.18115,434,1
4611,ORD04611,2025-02-26,2025-03-04,First,CUST9481,USA,Houston,TX,36736,Sugar,South,P454,SweeTARTS,493.01,131,174.89,318.12,Sugar Shack,48.11914,-96.18115,2135,6
4612,ORD04612,2025-12-05,2025-12-10,Same Day,CUST8510,USA,Chicago,IL,29590,Other,Central,P325,Fizzy Lifting Drinks,339.31,129,74.36,264.95,Sugar Shack,48.11914,-96.18115,2073,5
4613,ORD04613,2025-05-03,2025-05-09,Standard,CUST4369,USA,Los Angeles,CA,27850,Sugar,West,P820,Laffy Taffy,1240.59,282,403.15,837.44,Sugar Shack,48.11914,-96.18115,1156,6
4614,ORD04614,2025-02-10,2025-02-15,First,CUST1735,USA,Los Angeles,CA,12991,Sugar,West,P715,Laffy Taffy,586.35,181,169.45,416.9,Sugar Shack,48.11914,-96.18115,1566,5
4615,ORD04615,2025-09-29,2025-10-01,Same Day,CUST3805,USA,Houston,TX,68889,Other,South,P540,Kazookles,237.21,93,73.19,164.02,The Other Factory,35.1175,-89.971107,957,2
4616,ORD04616,2025-04-30,2025-05-03,Same Day,CUST5026,USA,New York,NY,65879,Chocolate,East,P426,Wonka Bar - Nutty Crunch Surprise,94.84,45,17.35,77.49,Lot's O' Nuts,32.881893,-111.768036,1455,3
4617,ORD04617,2025-03-10,2025-03-14,First,CUST4096,USA,Chicago,IL,67932,Sugar,Central,P608,Fun Dip,747.22,287,177.9,569.32,Sugar Shack,48.11914,-96.18115,1331,4
